Roof_Area_m2,Rainfall_mm,Runoff_Coefficient,Tank_Size_Liters,Liters_Captured
190.97,325.69,0.73,5000,45552.54
100.82,387.47,0.7,10000,27411.86
182.75,196.38,0.83,5000,29911.19
63.22,293.68,0.94,5000,17531.72
154.72,154.58,0.82,1000,19460.96
169.13,81.9,0.91,2000,12519.53
34.51,182.8,0.72,5000,4450.32
114.25,74.64,0.74,2000,6349.23
57.64,393.0,0.92,2000,20768.46
37.74,47.54,0.86,1000,1520.09
297.19,239.79,0.94,1000,67253.55
110.26,254.32,0.87,5000,24353.04
246.76,219.85,0.76,5000,41026.59
91.3,268.25,0.79,10000,19243.77
210.82,55.31,0.92,2000,10765.02
232.86,226.46,0.79,2000,41866.63
186.78,122.01,0.69,1000,15732.34
152.04,376.67,0.75,1000,43073.15
135.32,307.21,0.78,5000,32453.22
117.68,389.28,0.63,10000,29098.68
280.27,24.65,0.86,10000,6034.13
252.57,121.2,0.64,1000,19527.09
290.21,86.21,0.74,1000,18580.53
54.8,14.35,0.88,10000,739.05
224.64,104.51,0.76,10000,17948.46
282.74,274.72,0.89,5000,69429.7
70.75,100.12,0.72,10000,5060.34
38.62,208.51,0.94,2000,7567.5
227.51,356.25,0.67,10000,54544.98
180.85,280.57,0.61,15000,31213.81
255.71,163.91,0.91,10000,37930.14
59.14,155.26,0.86,1000,7859.57
242.67,187.74,0.68,1000,31086.29
76.46,79.05,0.94,15000,5691.08
65.82,257.26,0.78,2000,13123.18
65.99,152.02,0.93,10000,9402.39
248.08,342.42,0.78,10000,65935.07
206.26,305.06,0.77,15000,48147.19
166.46,248.1,0.76,5000,31210.47
120.47,152.04,0.72,5000,13140.51
265.62,91.87,0.79,2000,19118.28
129.88,312.7,0.76,10000,30760.0
248.65,199.7,0.61,10000,30476.46
142.96,97.65,0.69,10000,9713.48
125.54,86.12,0.67,1000,7249.22
149.55,74.51,0.9,5000,10023.56
104.39,313.09,0.81,15000,26464.98
229.33,99.31,0.87,1000,19710.94
160.76,215.39,0.93,1000,32418.86
85.02,186.1,0.83,5000,12990.52
271.88,236.05,0.94,10000,60546.19
127.49,352.09,0.71,2000,31921.37
172.19,348.42,0.67,15000,39928.1
273.81,185.92,0.74,5000,37759.43
194.79,15.99,0.76,2000,2372.93
52.73,176.31,0.91,5000,8418.78
283.15,246.42,0.8,5000,55615.52
195.76,227.53,0.7,5000,31288.94
113.77,264.02,0.86,5000,25878.33
59.0,70.09,0.78,10000,3199.38
242.33,262.15,0.66,1000,41718.99
193.62,81.23,0.8,5000,12592.55
169.37,302.7,0.92,2000,47125.68
270.29,142.24,0.89,2000,34383.52
240.81,286.86,0.81,2000,55590.98
62.47,28.67,0.73,1000,1300.95
107.28,169.07,0.63,1000,11461.17
89.58,284.96,0.76,2000,19569.8
228.3,98.48,0.86,10000,19340.89
29.39,320.16,0.73,1000,6876.36
179.57,256.0,0.68,1000,31335.6
233.49,239.15,0.93,10000,51655.15
265.49,147.88,0.89,5000,34799.47
115.78,198.16,0.82,1000,19021.45
249.95,242.97,0.65,2000,39382.56
50.98,194.26,0.65,2000,6386.34
257.01,282.34,0.64,10000,46132.17
55.7,179.14,0.82,2000,8070.93
131.24,88.89,0.64,15000,7404.94
243.24,93.43,0.89,2000,20270.92
61.98,12.26,0.95,10000,668.06
84.19,127.37,0.73,10000,7847.47
222.23,302.08,0.76,10000,50991.23
221.61,319.72,0.85,15000,60114.87
199.52,88.96,0.93,1000,16451.29
214.31,384.03,0.91,5000,75175.53
171.96,205.94,0.62,2000,21963.78
90.5,367.62,0.66,1000,21948.92
116.79,285.64,0.86,10000,28801.73
70.85,291.75,0.84,1000,17462.05
274.37,43.17,0.65,1000,7744.23
183.35,95.8,0.78,15000,13661.14
132.24,13.44,0.87,10000,1521.81
149.36,289.29,0.68,10000,29168.06
285.24,144.33,0.9,2000,37343.05
62.94,316.79,0.62,2000,12349.12
184.14,142.19,0.87,2000,22883.45
161.65,329.54,0.82,2000,43479.06
191.21,60.97,0.71,1000,8282.52
25.07,77.62,0.85,1000,1645.28
264.19,142.94,0.87,2000,33110.47
280.99,169.31,0.93,2000,44154.63
178.24,145.99,0.73,2000,19045.55
215.06,307.82,0.84,5000,55694.88
278.3,47.81,0.81,2000,10690.76
218.03,146.97,0.78,5000,25158.72
62.71,336.52,0.91,2000,19264.06
181.36,36.05,0.6,10000,3899.41
189.88,377.51,0.7,15000,50234.37
138.76,394.66,0.79,1000,43182.0
226.2,44.54,0.66,10000,6648.25
281.62,123.6,0.92,15000,31937.86
279.16,155.24,0.83,5000,35854.74
146.24,312.79,0.77,1000,35117.73
51.71,242.41,0.89,5000,11068.35
295.76,261.3,0.76,5000,58606.87
254.89,305.43,0.8,1000,61934.53
54.91,56.01,0.6,15000,1835.62
277.84,334.95,0.73,1000,67737.95
263.57,285.19,0.65,2000,48694.1
165.27,235.16,0.84,5000,32653.63
185.56,357.0,0.77,2000,50799.64
131.72,283.12,0.71,1000,26195.14
35.33,88.66,0.76,1000,2409.71
113.86,177.6,0.67,15000,13565.18
244.8,202.68,0.92,5000,45812.77
21.3,31.53,0.62,10000,400.55
113.38,382.31,0.9,1000,39087.66
131.49,60.15,0.78,10000,6142.13
170.47,282.01,0.82,5000,39263.09
277.56,207.43,0.71,2000,40607.56
116.98,20.0,0.94,5000,2149.1
117.15,370.65,0.7,15000,30305.26
226.5,342.22,0.81,10000,62530.67
146.62,214.46,0.95,10000,29771.37
82.89,99.29,0.91,2000,7484.27
146.68,57.43,0.79,2000,6611.03
59.44,151.72,0.95,1000,8531.79
69.39,109.62,0.85,5000,6473.22
159.54,207.61,0.67,15000,22248.15
137.3,386.9,0.74,1000,39524.98
276.16,234.23,0.72,5000,46401.51
121.47,357.07,0.72,2000,31256.87
182.56,263.84,0.87,15000,41669.07
197.03,195.35,0.8,2000,30997.28
23.67,343.3,0.61,2000,5066.28
205.79,193.83,0.91,10000,36145.91
69.85,348.76,0.7,5000,17097.17
289.1,123.71,0.95,1000,33943.39
61.63,60.24,0.93,10000,3416.51
136.09,343.57,0.93,5000,43424.71
43.9,239.09,0.88,5000,9318.86
299.12,356.75,0.68,5000,72355.09
160.61,375.75,0.79,15000,47505.63
186.71,30.92,0.68,10000,3873.38
38.78,205.38,0.69,1000,5488.99
229.99,156.24,0.81,10000,29225.67
78.77,254.08,0.61,2000,12300.15
271.46,319.5,0.94,5000,81510.69
77.44,119.43,0.92,2000,8482.84
73.39,227.15,0.73,10000,12333.88
30.23,286.4,0.78,1000,6705.52
152.18,62.43,0.76,2000,7208.49
178.16,327.49,0.91,2000,52980.76
38.4,246.38,0.84,15000,8079.56
237.15,380.32,0.7,10000,62976.05
146.92,142.42,0.76,2000,15785.98
166.83,52.18,0.75,10000,6506.64
143.41,207.54,0.94,1000,27846.85
132.21,43.47,0.66,2000,3776.63
176.7,388.12,0.63,1000,43342.96
63.47,25.09,0.91,2000,1470.59
70.94,303.87,0.91,5000,19709.1
261.3,214.79,0.91,15000,50839.86
284.91,153.76,0.78,15000,34142.0
124.53,35.68,0.83,15000,3725.31
95.81,252.65,0.8,1000,19304.77
200.32,238.24,0.62,10000,29880.12
134.45,119.54,0.81,15000,13001.65
27.11,364.99,0.6,2000,5976.19
63.72,128.6,0.71,2000,5888.98
220.47,185.39,0.93,5000,37890.08
204.5,222.07,0.71,1000,32079.08
27.59,49.09,0.93,2000,1176.1
82.15,373.54,0.69,2000,21169.51
84.7,156.07,0.71,5000,9449.03
208.13,41.5,0.82,5000,7040.32
25.52,161.04,0.87,10000,3582.1
49.15,244.08,0.78,10000,9277.05
243.98,210.32,0.91,10000,46657.75
69.99,280.87,0.61,2000,12127.99
202.77,31.64,0.92,5000,5913.37
86.69,120.97,0.67,1000,7048.39
47.84,329.5,0.91,10000,14267.06
88.09,41.16,0.74,15000,2641.01
222.23,343.64,0.89,2000,68125.02
259.6,45.84,0.84,1000,9905.29
252.46,335.44,0.66,2000,55984.51
131.21,150.71,0.92,10000,18182.36
207.06,248.76,0.69,2000,35278.06
77.4,69.63,0.69,10000,3743.94
102.08,35.81,0.88,2000,3288.56
270.97,94.22,0.64,10000,16226.04
23.64,59.86,0.68,5000,903.74
43.94,131.84,0.78,5000,4492.57
78.21,210.61,0.89,5000,14612.01
27.43,239.62,0.65,5000,4318.02
70.8,318.05,0.79,5000,17828.0
183.25,265.93,0.85,15000,41352.76
138.0,247.42,0.9,2000,30821.12
269.95,170.59,0.93,5000,42663.47
248.88,194.79,0.87,15000,42379.55
115.71,171.66,0.83,15000,16396.4
92.64,338.44,0.75,2000,23501.22
126.31,99.7,0.64,2000,8004.93
185.28,12.23,0.85,10000,1882.19
95.06,264.01,0.95,10000,23732.94
194.76,88.96,0.86,5000,14858.86
134.64,357.14,0.61,1000,29126.84
174.57,345.03,0.77,10000,46523.88
142.12,39.92,0.82,1000,4664.7
102.45,51.49,0.84,10000,4362.78
285.57,203.12,0.85,15000,49327.02
233.81,247.6,0.8,15000,46094.33
59.23,117.21,0.68,15000,4653.3
263.17,289.55,0.93,1000,70867.71
156.48,242.02,0.84,5000,31927.65
270.47,136.68,0.68,10000,25195.55
243.96,19.89,0.71,10000,3400.39
139.06,302.56,0.92,1000,38839.39
26.29,93.75,0.91,15000,2197.93
95.23,335.44,0.74,5000,23751.08
171.66,173.91,0.61,10000,18236.25
197.37,235.06,0.62,5000,28695.11
92.21,350.45,0.7,5000,22495.85
59.02,346.81,0.82,2000,16802.61
253.78,154.89,0.8,5000,31563.84
295.63,91.47,0.82,2000,22143.41
167.19,312.31,0.85,1000,44433.05
68.07,178.9,0.61,15000,7421.62
96.25,84.9,0.64,2000,5193.31
25.15,362.73,0.73,5000,6618.97
276.0,87.26,0.65,15000,15766.13
52.97,20.06,0.63,5000,696.57
181.42,17.91,0.82,5000,2760.7
96.74,252.7,0.89,2000,21605.88
175.17,268.05,0.86,1000,40565.64
202.4,131.31,0.89,5000,23516.79
252.33,134.8,0.83,2000,28327.33
77.8,142.4,0.86,5000,9532.6
23.08,275.26,0.7,15000,4424.97
58.33,32.67,0.95,1000,1768.46
272.01,372.36,0.66,5000,67267.82
264.69,96.78,0.68,1000,17311.3
187.28,399.87,0.7,1000,52536.09
188.14,76.89,0.94,15000,13675.99
206.21,310.9,0.95,15000,60732.68
69.1,97.13,0.88,10000,5894.8
276.04,41.53,0.82,1000,9347.13
137.26,351.22,0.78,5000,37715.16
127.28,344.91,0.94,15000,41186.79
165.3,167.39,0.84,5000,23433.42
33.15,283.93,0.93,1000,8731.98
66.56,227.26,0.71,15000,10800.7
226.65,342.65,0.72,10000,55685.6
43.18,132.87,0.9,1000,5171.46
188.88,214.23,0.65,5000,26322.13
88.7,199.3,0.93,10000,16419.23
129.0,148.02,0.78,1000,14829.18
100.83,357.67,0.92,15000,33314.31
119.59,74.69,0.72,1000,6416.97
221.33,68.31,0.85,2000,12826.84
103.19,234.99,0.77,5000,18672.95
178.59,266.42,0.82,15000,38982.43
153.29,85.9,0.78,15000,10258.38
205.83,162.38,0.94,2000,31292.25
282.31,379.16,0.84,10000,90193.36
225.12,106.18,0.69,15000,16526.11
80.18,270.66,0.92,10000,19923.29
28.73,298.66,0.7,10000,6091.91
93.43,184.77,0.73,10000,12602.26
186.62,375.64,0.64,1000,44545.77
34.4,297.3,0.91,2000,9367.91
158.98,188.59,0.7,5000,21070.46
187.12,232.04,0.69,2000,30060.2
113.59,280.12,0.92,15000,29262.81
235.86,240.95,0.88,2000,50069.2
49.85,352.69,0.65,5000,11412.24
41.04,149.19,0.87,1000,5286.63
223.89,126.96,0.92,15000,26157.12
158.74,93.4,0.63,1000,9295.85
212.75,24.74,0.89,15000,4654.78
141.75,26.78,0.79,5000,3103.35
88.99,349.32,0.83,1000,25972.52
249.35,274.57,0.77,5000,52924.49
243.84,267.61,0.84,5000,55047.82
214.52,249.71,0.61,2000,32777.44
96.2,341.2,0.87,15000,28449.15
185.26,197.3,0.61,10000,22363.36
121.07,349.46,0.76,10000,32106.36
45.64,150.18,0.65,1000,4521.22
276.85,371.42,0.89,5000,91401.57
58.31,282.48,0.71,2000,11729.06
286.07,110.3,0.76,15000,23941.5
144.88,229.99,0.75,1000,24973.28
71.84,217.88,0.87,5000,13677.27
171.73,63.78,0.77,10000,8432.62
264.42,240.58,0.88,10000,55764.56
225.02,132.77,0.63,15000,18709.22
245.84,30.42,0.67,15000,4950.7
204.46,379.98,0.79,15000,61688.91
213.84,260.18,0.93,1000,51947.02
257.77,352.0,0.63,15000,56794.32
89.91,273.66,0.62,1000,15131.53
157.04,149.22,0.65,2000,15325.34
81.94,209.95,0.82,5000,14148.97
296.55,273.54,0.74,10000,60028.43
284.34,384.5,0.89,1000,97156.53
31.04,108.93,0.63,5000,2066.07
217.56,351.24,0.67,15000,51125.37
279.07,370.39,0.71,10000,72829.31
70.56,271.46,0.82,1000,15663.68
179.02,373.19,0.84,15000,56074.7
276.34,165.17,0.64,5000,29393.25
29.5,381.68,0.93,2000,10480.46
215.28,284.09,0.72,5000,43900.95
103.26,26.38,0.85,1000,2328.77
278.83,363.68,0.78,2000,79407.06
291.9,198.94,0.68,2000,39447.1
284.39,189.53,0.9,15000,48201.13
152.78,230.92,0.89,5000,31290.63
261.37,68.26,0.74,1000,13216.9
256.47,192.97,0.81,2000,39831.63
109.35,334.14,0.69,15000,25205.7
252.1,16.04,0.84,2000,3406.88
30.36,116.44,0.71,5000,2496.04
186.96,10.96,0.9,10000,1858.67
84.4,172.13,0.68,1000,9830.03
53.76,294.04,0.61,10000,9605.65
41.55,321.52,0.69,5000,9286.78
214.96,378.62,0.67,10000,54281.44
115.16,247.32,0.78,5000,22142.52
222.93,109.3,0.67,5000,16370.35
38.3,370.42,0.87,15000,12389.12
108.28,312.37,0.68,10000,23147.64
171.06,234.03,0.85,2000,33861.09
241.4,281.3,0.8,5000,54547.32
109.25,370.48,0.95,10000,38360.78
195.25,287.83,0.95,2000,53416.36
268.07,153.67,0.9,1000,37351.24
192.44,288.08,0.87,2000,48016.82
85.23,25.71,0.74,10000,1758.48
26.83,160.7,0.86,10000,3650.62
263.63,168.47,0.93,2000,41510.7
25.96,75.07,0.61,2000,1214.94
264.92,19.0,0.79,5000,3930.15
168.1,62.02,0.68,10000,7109.89
282.94,265.3,0.8,5000,59722.8
243.66,322.89,0.76,5000,60039.03
299.42,395.4,0.8,1000,94914.2
118.2,145.08,0.79,10000,13605.96
234.81,243.76,0.94,5000,53608.89
132.54,375.49,0.79,1000,39466.96
154.37,75.15,0.9,5000,10285.14
195.7,289.88,0.71,5000,40431.61
264.63,304.44,0.75,10000,60688.66
295.54,44.7,0.76,2000,10062.37
235.12,345.89,0.7,2000,56709.08
136.97,327.11,0.73,10000,32829.63
137.98,23.03,0.81,2000,2497.59
226.52,45.52,0.8,15000,8236.79
86.86,29.16,0.82,2000,2078.06
50.93,140.55,0.72,5000,5168.13
119.29,208.62,0.71,5000,17636.9
100.43,217.62,0.81,1000,17726.57
102.97,114.39,0.65,10000,7572.05
85.41,365.52,0.69,1000,21511.27
31.79,153.62,0.61,5000,2969.51
25.0,27.76,0.63,5000,477.79
296.56,127.09,0.69,1000,25882.47
139.78,217.13,0.61,15000,18504.67
127.61,169.21,0.69,2000,14841.52
210.3,116.8,0.83,15000,20389.69
81.11,61.22,0.62,15000,3154.25
285.99,329.47,0.75,15000,70877.89
240.18,398.5,0.92,15000,88044.7
45.04,138.52,0.88,2000,5518.16
136.92,158.83,0.71,10000,15373.01
266.15,251.03,0.92,1000,61755.69
284.52,290.19,0.72,15000,59049.72
150.87,162.89,0.63,15000,15371.22
191.76,362.92,0.95,1000,65986.21
66.77,228.4,0.9,1000,13810.82
297.53,185.65,0.76,10000,42080.24
84.87,262.2,0.83,5000,18515.9
283.96,381.59,0.83,10000,90474.41
201.9,319.88,0.67,5000,43165.61
190.17,25.61,0.67,2000,3296.13
163.55,139.6,0.76,10000,17453.02
84.59,193.51,0.92,2000,15099.1
69.43,132.66,0.6,1000,5543.85
81.74,283.07,0.87,10000,20262.0
72.2,332.24,0.62,1000,14868.9
238.28,295.22,0.77,15000,53937.02
118.04,395.84,0.82,1000,38595.89
36.2,116.29,0.84,15000,3562.36
291.35,351.25,0.62,5000,63403.55
267.46,308.98,0.75,15000,61737.29
279.77,151.25,0.8,5000,34044.19
298.57,296.31,0.62,15000,55170.48
68.69,50.59,0.65,15000,2276.43
130.95,317.84,0.83,2000,34601.57
232.31,217.61,0.78,2000,39606.68
214.89,123.99,0.66,1000,17462.62
63.09,265.75,0.79,2000,13160.54
248.43,260.23,0.92,5000,59425.42
82.84,91.7,0.61,2000,4547.57
82.67,21.85,0.82,1000,1515.47
170.35,179.11,0.63,10000,19198.24
186.02,232.11,0.6,5000,25948.93
182.42,351.88,0.65,10000,41967.87
45.62,372.0,0.75,5000,12663.53
265.69,216.23,0.88,1000,50574.34
94.37,303.98,0.7,2000,19983.89
56.26,181.33,0.82,10000,8372.67
268.85,300.97,0.74,10000,60127.75
287.58,89.87,0.68,2000,17603.54
261.4,154.72,0.78,1000,31599.58
246.66,257.35,0.88,2000,55883.23
203.47,17.08,0.89,15000,3050.51
174.24,291.76,0.9,15000,45548.41
44.36,335.86,0.72,15000,10696.65
134.37,165.67,0.88,10000,19464.17
124.35,184.7,0.67,10000,15457.53
92.73,342.0,0.86,1000,27193.14
222.56,312.51,0.93,5000,64840.89
158.85,122.38,0.6,2000,11769.3
42.69,136.35,0.75,5000,4396.13
81.65,274.76,0.83,10000,18536.67
211.31,229.65,0.85,2000,41101.32
41.32,73.27,0.66,10000,2001.83
258.34,130.87,0.94,1000,31839.42
158.64,360.99,0.82,2000,46722.85
154.56,278.39,0.66,10000,28299.92
185.87,394.53,0.61,15000,44570.97
250.91,309.13,0.87,15000,67787.67
117.39,377.37,0.63,10000,27769.95
209.84,94.31,0.65,5000,12850.28
178.4,310.88,0.8,1000,44511.05
94.77,17.88,0.81,1000,1385.66
266.02,271.6,0.84,10000,60693.68
243.28,193.02,0.74,1000,34601.61
204.37,145.24,0.87,2000,25772.44
258.16,346.34,0.94,1000,84097.54
262.84,343.16,0.69,15000,62692.2
218.34,18.7,0.85,10000,3442.15
254.36,247.71,0.92,2000,58290.94
215.29,153.45,0.84,1000,27712.55
210.44,172.11,0.84,15000,30416.3
193.21,334.5,0.68,5000,43876.35
230.76,130.84,0.79,1000,23742.04
64.41,377.79,0.8,15000,19320.11
266.64,80.06,0.85,15000,18051.49
264.12,268.46,0.95,15000,67182.64
28.19,272.12,0.61,15000,4627.09
251.23,108.36,0.62,5000,16934.64
56.08,136.65,0.63,10000,4763.4
113.83,335.57,0.86,15000,32917.68
228.18,307.1,0.65,10000,45373.24
65.01,138.35,0.82,5000,7380.47
249.03,218.24,0.71,5000,38676.6
253.0,34.06,0.76,2000,6459.4
162.09,91.41,0.68,2000,9974.74
21.79,199.47,0.9,15000,3935.76
100.37,43.53,0.81,10000,3454.28
192.74,338.9,0.93,5000,60804.14
294.73,290.02,0.8,1000,68545.33
196.91,378.02,0.64,2000,47849.34
92.75,280.45,0.66,2000,17161.3
197.52,376.76,0.95,1000,70398.39
171.2,226.26,0.85,10000,33056.27
238.36,244.09,0.62,10000,35926.99
49.95,391.02,0.85,10000,16531.82
233.09,260.43,0.74,15000,45169.83
171.55,22.01,0.71,15000,2678.23
289.64,292.28,0.65,1000,55401.64
115.72,363.13,0.89,5000,37597.56
197.13,320.28,0.62,1000,39205.46
280.97,237.69,0.7,5000,46801.29
48.7,271.81,0.71,1000,9391.45
282.42,396.17,0.66,15000,73563.89
212.61,45.36,0.78,10000,7468.61
38.99,270.23,0.6,2000,6290.61
104.27,120.53,0.71,1000,8978.03
218.29,259.64,0.93,1000,52588.33
38.86,246.97,0.71,2000,6861.25
183.01,69.85,0.73,1000,9287.84
116.85,90.63,0.77,10000,8105.25
193.86,252.44,0.8,2000,38975.12
32.81,60.01,0.88,2000,1776.57
264.03,113.42,0.67,10000,20025.3
292.58,335.75,0.91,10000,88918.55
291.29,137.57,0.87,2000,34705.81
229.9,200.34,0.85,10000,39354.99
56.42,377.04,0.63,10000,13457.92
232.31,98.59,0.61,10000,13944.63
26.88,161.95,0.81,2000,3481.55
26.19,246.52,0.9,1000,5792.72
110.61,304.58,0.8,5000,27019.3
156.82,361.64,0.67,2000,38279.82
235.71,367.03,0.63,5000,54655.74
211.32,312.89,0.84,10000,55926.28
144.85,99.05,0.85,10000,12255.81
96.62,19.68,0.66,1000,1239.18
299.19,159.67,0.61,10000,29110.91
139.33,65.2,0.74,5000,6766.46
146.39,287.05,0.8,2000,33795.43
65.81,267.84,0.85,2000,15023.73
242.55,27.15,0.88,1000,5812.19
214.23,336.27,0.81,5000,58642.26
81.82,107.01,0.64,10000,5674.55
43.07,178.57,0.84,15000,6444.15
210.54,270.49,0.94,1000,53770.37
203.26,177.47,0.92,1000,33011.33
96.51,182.1,0.91,15000,15888.99
286.24,35.59,0.71,2000,7209.7
62.3,166.56,0.86,2000,9021.08
141.05,308.29,0.9,2000,38976.37
284.21,366.92,0.84,15000,87283.09
137.52,171.26,0.69,10000,16102.99
198.79,175.2,0.93,10000,32613.26
131.33,284.02,0.76,5000,28273.45
96.78,377.68,0.65,5000,23570.21
295.51,114.15,0.64,2000,21446.71
134.61,181.66,0.83,15000,20213.85
270.35,320.43,0.75,1000,65227.43
84.39,247.78,0.63,10000,13147.52
79.67,53.13,0.86,15000,3622.06
28.72,254.82,0.88,5000,6499.09
202.47,82.83,0.85,10000,14307.26
123.19,208.98,0.67,10000,17327.82
262.02,216.35,0.84,15000,47776.47
152.5,351.72,0.6,5000,32369.94
291.09,190.37,0.71,15000,39163.25
71.95,118.98,0.74,1000,6356.28
263.21,100.08,0.89,10000,23556.78
237.45,350.96,0.74,15000,61458.13
235.86,76.69,0.6,15000,11000.65
256.54,176.09,0.72,1000,32638.41
233.09,83.0,0.77,15000,15058.3
195.34,311.59,0.93,10000,56762.3
56.75,195.01,0.93,2000,10258.48
29.11,146.95,0.66,2000,2779.89
277.84,150.83,0.66,5000,27819.17
192.66,342.36,0.66,1000,43366.35
243.03,225.97,0.88,5000,48090.37
154.83,289.97,0.6,2000,27049.59
52.85,359.85,0.64,1000,12199.99
55.05,361.68,0.79,15000,15658.01
211.96,138.12,0.69,15000,20097.34
140.49,381.46,0.63,10000,33877.11
76.15,19.7,0.73,2000,1025.24
157.65,156.97,0.7,15000,17190.47
37.98,359.36,0.78,1000,10543.06
182.95,117.11,0.94,15000,20201.54
95.32,116.5,0.64,5000,7222.36
243.32,128.02,0.73,5000,22715.38
106.9,248.8,0.93,5000,24586.6
147.46,180.95,0.91,5000,24248.23
23.25,293.43,0.74,5000,4977.0
40.29,359.02,0.84,10000,12266.19
129.9,272.94,0.63,5000,22302.59
154.38,89.74,0.85,10000,11750.2
188.01,373.75,0.94,10000,66073.5
101.67,113.15,0.79,15000,9101.51
214.59,68.46,0.77,1000,11471.3
260.83,45.09,0.67,5000,7809.88
238.36,229.72,0.82,1000,44998.63
31.09,54.37,0.81,2000,1278.13
154.54,64.12,0.83,10000,8204.88
49.38,127.01,0.61,2000,3878.14
87.77,119.84,0.79,10000,8449.81
296.27,245.65,0.81,5000,58803.71
59.9,328.53,0.67,2000,13272.35
159.69,306.93,0.67,15000,33039.31
193.08,112.37,0.7,2000,15043.59
216.69,105.67,0.85,10000,19513.59
176.7,386.66,0.81,10000,55451.3
22.74,13.21,0.9,1000,282.38
111.41,353.09,0.7,2000,27610.07
164.96,87.89,0.92,15000,13309.45
44.6,379.44,0.86,5000,14475.31
118.18,143.5,0.74,1000,12532.77
29.3,181.74,0.63,2000,3448.86
42.0,285.78,0.69,1000,8283.18
131.14,239.19,0.93,2000,29252.07
57.16,134.0,0.71,5000,5410.66
178.91,225.99,0.72,5000,28939.03
213.05,294.98,0.67,15000,41869.62
244.16,26.51,0.88,1000,5745.65
76.04,14.37,0.7,15000,861.72
66.9,188.65,0.72,2000,9027.45
49.28,61.42,0.75,5000,2248.32
198.2,269.09,0.75,5000,40061.16
217.81,93.48,0.74,10000,15199.67
28.84,178.81,0.78,10000,4099.49
282.14,87.09,0.89,15000,21738.68
34.55,223.91,0.89,1000,6873.05
171.56,55.26,0.88,2000,8345.56
218.54,19.01,0.64,15000,2601.49
263.87,29.94,0.88,5000,6988.33
219.94,382.16,0.64,5000,53968.12
244.48,65.49,0.64,5000,10317.3
115.05,286.31,0.93,2000,30738.74
248.15,36.49,0.89,15000,8013.84
42.43,52.18,0.79,2000,1761.32
270.55,208.46,0.91,5000,51074.78
173.33,191.3,0.95,10000,31321.31
248.84,381.12,0.81,15000,77178.31
146.65,378.49,0.81,10000,45219.7
200.2,314.05,0.86,15000,54371.39
167.39,244.82,0.68,5000,27880.12
224.85,187.43,0.66,10000,27698.89
42.86,148.91,0.87,10000,5614.52
36.9,379.36,0.72,15000,10095.15
89.19,245.13,0.65,10000,14082.69
64.67,235.84,0.71,10000,10829.49
264.1,100.44,0.73,5000,19212.76
81.38,28.21,0.94,15000,2171.08
293.24,378.62,0.84,15000,93718.87
114.33,132.36,0.79,1000,11952.93
70.99,182.61,0.94,15000,12109.58
241.12,54.71,0.92,5000,12148.48
204.44,336.4,0.78,10000,53625.18
159.49,20.78,0.92,1000,3054.79
175.5,335.26,0.74,10000,43680.56
221.38,64.71,0.68,15000,9811.41
83.97,355.76,0.68,2000,20356.11
298.97,294.61,0.83,10000,73348.16
292.94,74.22,0.78,15000,16889.53
202.09,230.67,0.83,5000,38693.54
75.87,131.94,0.84,15000,8342.53
210.46,79.51,0.61,1000,10224.95
40.22,345.08,0.62,2000,8589.03
28.58,167.37,0.79,2000,3672.74
92.15,165.43,0.67,2000,10182.83
149.53,76.26,0.82,5000,9353.26
263.12,159.4,0.79,2000,33235.69
223.61,349.93,0.81,10000,63040.59
227.96,151.62,0.71,5000,24357.24
139.14,381.13,0.82,15000,43670.38
116.86,379.06,0.89,1000,39428.44
123.89,66.51,0.95,5000,7873.32
296.54,79.15,0.89,1000,20912.2
31.23,346.44,0.8,5000,8571.3
262.77,163.18,0.67,15000,28650.76
182.03,11.71,0.84,1000,1811.5
142.81,116.81,0.93,5000,15427.49
223.07,243.08,0.67,1000,36535.14
156.27,321.71,0.69,2000,34662.55
264.56,62.02,0.65,2000,10715.14
272.2,53.11,0.86,2000,12391.2
138.08,369.62,0.74,10000,37961.74
97.51,302.95,0.62,2000,18367.9
185.86,240.01,0.91,2000,40501.18
275.46,309.98,0.8,15000,67876.35
78.99,177.25,0.72,1000,9942.62
194.43,305.8,0.72,1000,42957.62
196.84,155.0,0.7,2000,21401.34
225.27,105.2,0.76,1000,18015.08
56.84,294.32,0.72,5000,11938.01
220.43,173.67,0.79,2000,30324.65
274.53,392.74,0.87,2000,93921.35
70.31,146.3,0.84,10000,8542.85
86.51,369.47,0.7,5000,22465.45
291.99,373.86,0.79,2000,85695.83
70.67,104.32,0.89,2000,6527.6
259.23,321.31,0.62,1000,52044.49
157.84,178.9,0.63,2000,17582.23
89.22,367.83,0.79,2000,25973.74
263.81,185.55,0.82,2000,40324.57
144.69,300.28,0.67,2000,29232.57
164.15,192.12,0.86,10000,27180.75
120.59,98.84,0.83,5000,9830.05
186.03,87.75,0.92,10000,15088.67
65.79,175.92,0.66,1000,7559.85
129.5,304.64,0.86,15000,34026.55
291.44,245.98,0.63,2000,45088.51
92.28,278.57,0.8,1000,20626.22
203.89,120.11,0.79,15000,19400.51
111.05,197.76,0.74,2000,16048.03
236.57,27.31,0.9,2000,5842.22
56.64,328.84,0.6,15000,11192.42
291.55,396.06,0.78,10000,90318.77
147.06,168.68,0.68,15000,16752.14
86.09,14.28,0.86,15000,993.46
40.58,76.22,0.62,5000,1967.71
67.53,264.49,0.89,2000,15866.3
